Town_County,Town,Town_Type,County,Year,Total_Rev,Total_Expenses,All_Tax_Rev,Real_Estat,Fed_Money,State_Money,MtoM,Population,Per_C_Tax,Per_C_Rev,Per_C_Ex
callimont boro somerset,callimont boro,Borough,somerset,2014,25036.0,24902.0,4996.0,1794.0,0.0,18076.0,1536.0,41,121.85,610.63,607.37
callimont boro somerset,callimont boro,Borough,somerset,2015,24685.0,33961.0,4849.0,1902.0,0.0,19494.0,0.0,41,118.27,602.07,828.32
callimont boro somerset,callimont boro,Borough,somerset,2016,27248.0,19238.0,4736.0,1774.0,0.0,22152.0,0.0,41,115.51,664.59,469.22
callimont boro somerset,callimont boro,Borough,somerset,2017,28088.0,26268.0,4570.0,1798.0,0.0,22979.0,0.0,41,111.46,685.07,640.68
central city boro somerset,central city boro,Borough,somerset,2010,317255.0,301864.0,140944.0,67466.0,0.0,52609.0,0.0,1124,125.4,282.26,268.56
central city boro somerset,central city boro,Borough,somerset,2011,365657.0,354543.0,136417.0,67426.0,0.0,69373.0,0.0,1124,121.37,325.32,315.43
central city boro somerset,central city boro,Borough,somerset,2012,324224.0,287044.0,148575.0,63268.0,0.0,38724.0,0.0,1124,132.18,288.46,255.38
central city boro somerset,central city boro,Borough,somerset,2013,329696.0,295276.0,153531.0,65116.0,0.0,41732.0,0.0,1124,136.59,293.32,262.7
central city boro somerset,central city boro,Borough,somerset,2014,350350.0,180781.0,162341.0,75431.0,0.0,49742.0,0.0,1124,144.43,311.7,160.84
central city boro somerset,central city boro,Borough,somerset,2015,341977.0,212014.0,156825.0,73743.0,0.0,49518.0,0.0,1124,139.52,304.25,188.62
central city boro somerset,central city boro,Borough,somerset,2016,352090.0,237815.0,158975.0,73412.0,0.0,54467.0,0.0,1124,141.44,313.25,211.58
central city boro somerset,central city boro,Borough,somerset,2017,352875.0,319706.0,154851.0,71660.0,0.0,56457.0,0.0,1124,137.77,313.95,284.44
confluence boro somerset,confluence boro,Borough,somerset,2010,148256.0,144199.0,91731.0,51744.0,3819.0,28739.0,0.0,780,117.6,190.07,184.87
confluence boro somerset,confluence boro,Borough,somerset,2011,145709.0,147662.0,86721.0,51630.0,0.0,32224.0,0.0,780,111.18,186.81,189.31
confluence boro somerset,confluence boro,Borough,somerset,2012,156635.0,141973.0,95082.0,49271.0,0.0,30333.0,0.0,780,121.9,200.81,182.02
confluence boro somerset,confluence boro,Borough,somerset,2013,154014.0,143821.0,95378.0,52460.0,0.0,30073.0,0.0,780,122.28,197.45,184.39
confluence boro somerset,confluence boro,Borough,somerset,2014,159018.0,154283.0,104345.0,55700.0,0.0,31744.0,0.0,780,133.78,203.87,197.8
confluence boro somerset,confluence boro,Borough,somerset,2015,245488.0,233570.0,102640.0,51080.0,0.0,110178.0,0.0,780,131.59,314.73,299.45
confluence boro somerset,confluence boro,Borough,somerset,2016,183077.0,197670.0,105823.0,50968.0,0.0,47094.0,0.0,780,135.67,234.71,253.42
confluence boro somerset,confluence boro,Borough,somerset,2017,160024.0,148664.0,104849.0,51503.0,0.0,40419.0,0.0,780,134.42,205.16,190.59
elk lick twp somerset,elk lick twp,Second Class Township,somerset,2010,595415.0,630370.0,230687.0,82965.0,0.0,185930.0,0.0,2241,102.94,265.69,281.29
elk lick twp somerset,elk lick twp,Second Class Township,somerset,2011,699290.0,725666.0,234067.0,95037.0,0.0,197122.0,0.0,2241,104.45,312.04,323.81
elk lick twp somerset,elk lick twp,Second Class Township,somerset,2012,712054.0,686797.0,254924.0,96967.0,0.0,185879.0,0.0,2241,113.75,317.74,306.47
elk lick twp somerset,elk lick twp,Second Class Township,somerset,2013,588104.0,610368.0,254310.0,101037.0,0.0,186253.0,0.0,2241,113.48,262.43,272.36
elk lick twp somerset,elk lick twp,Second Class Township,somerset,2014,609849.0,594551.0,261588.0,102773.0,0.0,195907.0,0.0,2241,116.73,272.13,265.31
elk lick twp somerset,elk lick twp,Second Class Township,somerset,2015,654730.0,609491.0,265826.0,101866.0,0.0,206640.0,0.0,2241,118.62,292.16,271.97
elk lick twp somerset,elk lick twp,Second Class Township,somerset,2016,679979.0,605295.0,271903.0,103300.0,0.0,244280.0,0.0,2241,121.33,303.43,270.1
elk lick twp somerset,elk lick twp,Second Class Township,somerset,2017,676635.0,587420.0,281242.0,104049.0,0.0,233162.0,0.0,2241,125.5,301.93,262.12
fairhope twp somerset,fairhope twp,Second Class Township,somerset,2010,82418.0,117235.0,10852.0,2843.0,0.0,62427.0,0.0,134,80.99,615.06,874.89
fairhope twp somerset,fairhope twp,Second Class Township,somerset,2011,67653.0,73093.0,11851.0,3237.0,0.0,53246.0,0.0,134,88.44,504.87,545.47
fairhope twp somerset,fairhope twp,Second Class Township,somerset,2012,69815.0,61373.0,10751.0,2973.0,4693.0,52890.0,0.0,134,80.23,521.01,458.01
fairhope twp somerset,fairhope twp,Second Class Township,somerset,2013,77258.0,58487.0,13757.0,2939.0,1980.0,59255.0,0.0,134,102.66,576.55,436.47
fairhope twp somerset,fairhope twp,Second Class Township,somerset,2014,191343.0,237058.0,13366.0,3029.0,97835.0,57982.0,0.0,134,99.75,1427.93,1769.09
fairhope twp somerset,fairhope twp,Second Class Township,somerset,2015,158530.0,121857.0,12628.0,2949.0,20257.0,101214.0,0.0,134,94.24,1183.06,909.38
fairhope twp somerset,fairhope twp,Second Class Township,somerset,2016,131867.0,168377.0,10315.0,3183.0,0.0,45153.0,0.0,134,76.98,984.08,1256.54
fairhope twp somerset,fairhope twp,Second Class Township,somerset,2017,80967.0,88105.0,11863.0,3009.0,0.0,45965.0,784.0,134,88.53,604.23,657.5
greenville twp somerset,greenville twp,Second Class Township,somerset,2010,158628.0,123372.0,61891.0,9970.0,6398.0,82275.0,0.0,668,92.65,237.47,184.69
greenville twp somerset,greenville twp,Second Class Township,somerset,2011,158560.0,180571.0,60247.0,9162.0,0.0,85659.0,0.0,668,90.19,237.37,270.32
greenville twp somerset,greenville twp,Second Class Township,somerset,2012,168929.0,167604.0,61116.0,9850.0,0.0,84258.0,3821.0,668,91.49,252.89,250.9
greenville twp somerset,greenville twp,Second Class Township,somerset,2013,251587.0,232153.0,60564.0,11112.0,0.0,84020.0,3780.0,668,90.66,376.63,347.53
greenville twp somerset,greenville twp,Second Class Township,somerset,2014,207764.0,173272.0,59292.0,11267.0,0.0,88176.0,4301.0,668,88.76,311.02,259.39
greenville twp somerset,greenville twp,Second Class Township,somerset,2015,218411.0,262801.0,68286.0,10584.0,0.0,93935.0,6021.0,668,102.22,326.96,393.41
greenville twp somerset,greenville twp,Second Class Township,somerset,2016,224572.0,114834.0,68374.0,11317.0,0.0,109014.0,0.0,668,102.36,336.19,171.91
greenville twp somerset,greenville twp,Second Class Township,somerset,2017,221383.0,233348.0,69016.0,10799.0,0.0,108409.0,0.0,668,103.32,331.41,349.32
hooversville boro somerset,hooversville boro,Borough,somerset,2010,799958.0,761791.0,63152.0,21292.0,8347.0,41762.0,1710.0,645,97.91,1240.24,1181.07
hooversville boro somerset,hooversville boro,Borough,somerset,2011,832155.0,801609.0,65966.0,21724.0,0.0,54849.0,1082.0,645,102.27,1290.16,1242.8
hooversville boro somerset,hooversville boro,Borough,somerset,2012,764864.0,773140.0,78137.0,20834.0,0.0,42810.0,0.0,645,121.14,1185.84,1198.67
hooversville boro somerset,hooversville boro,Borough,somerset,2013,739380.0,763569.0,71851.0,21626.0,0.0,48299.0,0.0,645,111.4,1146.33,1183.83
hooversville boro somerset,hooversville boro,Borough,somerset,2014,781891.0,777366.0,69128.0,22087.0,0.0,50696.0,0.0,645,107.18,1212.23,1205.22
hooversville boro somerset,hooversville boro,Borough,somerset,2016,787752.0,754633.0,68987.0,21603.0,0.0,47891.0,0.0,645,106.96,1221.32,1169.97
indian lake boro somerset,indian lake boro,Borough,somerset,2010,1223160.0,2470245.0,663830.0,585735.0,0.0,68252.0,0.0,394,1684.85,3104.47,6269.66
indian lake boro somerset,indian lake boro,Borough,somerset,2011,1359026.0,1333007.0,799390.0,733996.0,0.0,84787.0,0.0,394,2028.91,3449.3,3383.27
indian lake boro somerset,indian lake boro,Borough,somerset,2012,1545682.0,1554157.0,976680.0,894204.0,0.0,77752.0,0.0,394,2478.88,3923.05,3944.56
indian lake boro somerset,indian lake boro,Borough,somerset,2013,1837424.0,1648779.0,1007003.0,909771.0,0.0,74665.0,0.0,394,2555.85,4663.51,4184.72
indian lake boro somerset,indian lake boro,Borough,somerset,2014,1614729.0,1282482.0,1020247.0,927934.0,0.0,78257.0,0.0,394,2589.46,4098.3,3255.03
indian lake boro somerset,indian lake boro,Borough,somerset,2015,1608527.0,1373729.0,1017652.0,911151.0,0.0,83270.0,0.0,394,2582.87,4082.56,3486.62
indian lake boro somerset,indian lake boro,Borough,somerset,2016,1624838.0,1519884.0,1019041.0,933277.0,7261.0,92503.0,0.0,394,2586.4,4123.95,3857.57
indian lake boro somerset,indian lake boro,Borough,somerset,2017,1651888.0,1503596.0,1019339.0,920229.0,0.0,92231.0,95450.0,394,2587.15,4192.61,3816.23
jennerstown boro somerset,jennerstown boro,Borough,somerset,2010,222783.0,191269.0,130407.0,54886.0,41317.0,26840.0,0.0,695,187.64,320.55,275.21
jennerstown boro somerset,jennerstown boro,Borough,somerset,2011,186915.0,202335.0,129127.0,58815.0,0.0,29540.0,0.0,695,185.79,268.94,291.13
jennerstown boro somerset,jennerstown boro,Borough,somerset,2012,198711.0,184916.0,142970.0,54845.0,0.0,27186.0,0.0,695,205.71,285.92,266.07
jennerstown boro somerset,jennerstown boro,Borough,somerset,2013,197388.0,207056.0,147483.0,61439.0,0.0,27491.0,0.0,695,212.21,284.01,297.92
jennerstown boro somerset,jennerstown boro,Borough,somerset,2014,194567.0,199851.0,141639.0,55828.0,0.0,29637.0,0.0,695,203.8,279.95,287.56
jennerstown boro somerset,jennerstown boro,Borough,somerset,2015,190881.0,164872.0,135420.0,55754.0,0.0,31412.0,0.0,695,194.85,274.65,237.23
jennerstown boro somerset,jennerstown boro,Borough,somerset,2016,203852.0,191103.0,136168.0,57978.0,0.0,35568.0,0.0,695,195.93,293.31,274.97
jennerstown boro somerset,jennerstown boro,Borough,somerset,2017,239758.0,254060.0,146103.0,61154.0,0.0,37527.0,0.0,695,210.22,344.98,365.55
meyersdale boro somerset,,,,n,,,,,,,,0,,,
new baltimore boro somerset,new baltimore boro,Borough,somerset,2010,26844.0,24652.0,17462.0,4068.0,0.0,5076.0,2338.0,180,97.01,149.13,136.96
new baltimore boro somerset,new baltimore boro,Borough,somerset,2011,28349.0,20893.0,18409.0,4183.0,0.0,5644.0,2440.0,180,102.27,157.49,116.07
new baltimore boro somerset,new baltimore boro,Borough,somerset,2012,27258.0,50114.0,17763.0,3988.0,0.0,5353.0,2546.0,180,98.68,151.43,278.41
new baltimore boro somerset,new baltimore boro,Borough,somerset,2013,28456.0,22481.0,17710.0,4282.0,0.0,5416.0,3965.0,180,98.39,158.09,124.89
new baltimore boro somerset,new baltimore boro,Borough,somerset,2014,29148.0,25360.0,18413.0,4336.0,0.0,5749.0,3228.0,180,102.29,161.93,140.89
new baltimore boro somerset,new baltimore boro,Borough,somerset,2015,30534.0,44481.0,19403.0,4410.0,0.0,6141.0,3465.0,180,107.79,169.63,247.12
new baltimore boro somerset,new baltimore boro,Borough,somerset,2016,26923.0,25566.0,18548.0,3856.0,0.0,6832.0,0.0,180,103.04,149.57,142.03
new baltimore boro somerset,new baltimore boro,Borough,somerset,2017,25379.0,44428.0,17144.0,3811.0,0.0,7025.0,0.0,180,95.24,140.99,246.82
new centerville boro somerset,new centerville boro,Borough,somerset,2010,38803.0,33892.0,20062.0,2934.0,0.0,7791.0,0.0,133,150.84,291.75,254.83
new centerville boro somerset,new centerville boro,Borough,somerset,2011,38607.0,33732.0,20093.0,2935.0,0.0,7103.0,0.0,133,151.08,290.28,253.62
new centerville boro somerset,new centerville boro,Borough,somerset,2012,38724.0,29552.0,22214.0,3009.0,0.0,6063.0,0.0,133,167.02,291.16,222.2
new centerville boro somerset,new centerville boro,Borough,somerset,2013,38753.0,28870.0,23392.0,3021.0,0.0,6078.0,0.0,133,175.88,291.38,217.07
new centerville boro somerset,new centerville boro,Borough,somerset,2014,36281.0,34031.0,20541.0,3126.0,0.0,6423.0,0.0,133,154.44,272.79,255.87
new centerville boro somerset,new centerville boro,Borough,somerset,2015,46369.0,32416.0,27089.0,3262.0,0.0,6905.0,0.0,133,203.68,348.64,243.73
new centerville boro somerset,new centerville boro,Borough,somerset,2016,43171.0,54847.0,23753.0,3168.0,0.0,7891.0,0.0,133,178.59,324.59,412.38
new centerville boro somerset,new centerville boro,Borough,somerset,2017,50391.0,32028.0,29489.0,3354.0,0.0,8167.0,0.0,133,221.72,378.88,240.81
ogle twp somerset,ogle twp,Second Class Township,somerset,2010,215891.0,266562.0,112396.0,54350.0,12549.0,80425.0,0.0,501,224.34,430.92,532.06
ogle twp somerset,ogle twp,Second Class Township,somerset,2011,197064.0,209165.0,104388.0,56131.0,0.0,83460.0,0.0,501,208.36,393.34,417.5
ogle twp somerset,ogle twp,Second Class Township,somerset,2012,214930.0,183258.0,125381.0,70170.0,0.0,81947.0,0.0,501,250.26,429.0,365.78
ogle twp somerset,ogle twp,Second Class Township,somerset,2013,211980.0,224012.0,125840.0,69157.0,0.0,81897.0,0.0,501,251.18,423.11,447.13
ogle twp somerset,ogle twp,Second Class Township,somerset,2014,249009.0,236964.0,126995.0,71233.0,0.0,84723.0,0.0,501,253.48,497.02,472.98
ogle twp somerset,ogle twp,Second Class Township,somerset,2015,310137.0,314399.0,130042.0,65524.0,0.0,84047.0,0.0,501,259.56,619.04,627.54
ogle twp somerset,ogle twp,Second Class Township,somerset,2016,233776.0,216137.0,126765.0,68731.0,0.0,102353.0,0.0,501,253.02,466.62,431.41
ogle twp somerset,ogle twp,Second Class Township,somerset,2017,342867.0,356559.0,132186.0,74137.0,0.0,110293.0,0.0,501,263.84,684.37,711.69
paint boro somerset,paint boro,Borough,somerset,2010,317206.0,268763.0,139460.0,71598.0,3786.0,29218.0,0.0,1023,136.32,310.07,262.72
paint boro somerset,paint boro,Borough,somerset,2011,284669.0,309642.0,131354.0,76669.0,0.0,31836.0,0.0,1023,128.4,278.27,302.68
paint boro somerset,paint boro,Borough,somerset,2012,299158.0,315442.0,138394.0,75681.0,0.0,28431.0,0.0,1023,135.28,292.43,308.35
paint boro somerset,paint boro,Borough,somerset,2013,277598.0,279103.0,138374.0,73656.0,0.0,28590.0,0.0,1023,135.26,271.36,272.83
paint boro somerset,paint boro,Borough,somerset,2014,301354.0,287638.0,147463.0,73789.0,0.0,30175.0,0.0,1023,144.15,294.58,281.17
paint boro somerset,paint boro,Borough,somerset,2015,311324.0,292985.0,146292.0,74792.0,0.0,32767.0,0.0,1023,143.0,304.32,286.4
paint boro somerset,paint boro,Borough,somerset,2016,284834.0,333993.0,146894.0,73732.0,3254.0,37242.0,0.0,1023,143.59,278.43,326.48
paint boro somerset,paint boro,Borough,somerset,2017,284140.0,270817.0,149309.0,76290.0,0.0,38126.0,0.0,1023,145.95,277.75,264.73
salisbury boro somerset,salisbury boro,Borough,somerset,2010,330326.0,295341.0,107664.0,54927.0,0.0,36642.0,0.0,727,148.09,454.37,406.25
salisbury boro somerset,salisbury boro,Borough,somerset,2011,340190.0,337458.0,104859.0,53523.0,0.0,34508.0,0.0,727,144.24,467.94,464.18
salisbury boro somerset,salisbury boro,Borough,somerset,2012,356234.0,328075.0,111297.0,54562.0,0.0,44296.0,0.0,727,153.09,490.01,451.27
salisbury boro somerset,salisbury boro,Borough,somerset,2013,340460.0,335541.0,113656.0,53701.0,0.0,29767.0,0.0,727,156.34,468.31,461.54
salisbury boro somerset,salisbury boro,Borough,somerset,2014,362535.0,388259.0,113922.0,54435.0,0.0,31332.0,0.0,727,156.7,498.67,534.06
salisbury boro somerset,salisbury boro,Borough,somerset,2015,431166.0,345325.0,115486.0,58185.0,0.0,81865.0,0.0,727,158.85,593.08,475.0
salisbury boro somerset,salisbury boro,Borough,somerset,2016,399284.0,420821.0,135793.0,74584.0,0.0,39077.0,0.0,727,186.79,549.22,578.85
salisbury boro somerset,salisbury boro,Borough,somerset,2017,405462.0,385699.0,124093.0,59645.0,0.0,36303.0,0.0,727,170.69,557.72,530.54
seven springs boro somerset,seven springs boro,Borough,somerset,2010,1155418.0,1258352.0,427877.0,424094.0,16944.0,69378.0,0.0,26,16456.81,44439.15,48398.15
seven springs boro somerset,seven springs boro,Borough,somerset,2011,873211.0,836093.0,428779.0,424152.0,0.0,70642.0,0.0,26,16491.5,33585.04,32157.42
seven springs boro somerset,seven springs boro,Borough,somerset,2012,576068.0,547960.0,429373.0,423766.0,0.0,28467.0,0.0,26,16514.35,22156.46,21075.38
seven springs boro somerset,seven springs boro,Borough,somerset,2013,583292.0,620597.0,427756.0,423766.0,3059.0,25287.0,0.0,26,16452.15,22434.31,23869.12
seven springs boro somerset,seven springs boro,Borough,somerset,2014,637348.0,395669.0,427194.0,423716.0,0.0,23947.0,100000.0,26,16430.54,24513.38,15218.04
seven springs boro somerset,seven springs boro,Borough,somerset,2015,476628.0,546042.0,450537.0,423716.0,0.0,25157.0,0.0,26,17328.35,18331.85,21001.62
seven springs boro somerset,seven springs boro,Borough,somerset,2016,629303.0,636050.0,592032.0,423821.0,6634.0,28057.0,0.0,26,22770.46,24203.96,24463.46
seven springs boro somerset,seven springs boro,Borough,somerset,2017,1030653.0,867067.0,847980.0,423716.0,0.0,67183.0,110002.0,26,32614.62,39640.5,33348.73
southampton twp somerset,southampton twp,Second Class Township,somerset,2010,185920.0,173376.0,23206.0,9075.0,21978.0,71025.0,0.0,630,36.83,295.11,275.2
southampton twp somerset,southampton twp,Second Class Township,somerset,2011,181477.0,180088.0,10255.0,7455.0,0.0,74194.0,0.0,630,16.28,288.06,285.85
southampton twp somerset,southampton twp,Second Class Township,somerset,2012,183033.0,178221.0,18141.0,9174.0,0.0,72670.0,0.0,630,28.8,290.53,282.89
southampton twp somerset,southampton twp,Second Class Township,somerset,2013,309267.0,354596.0,13193.0,9523.0,10441.0,72614.0,0.0,630,20.94,490.9,562.85
southampton twp somerset,southampton twp,Second Class Township,somerset,2014,276239.0,265833.0,14270.0,9754.0,0.0,75782.0,0.0,630,22.65,438.47,421.96
southampton twp somerset,southampton twp,Second Class Township,somerset,2015,354827.0,342468.0,12122.0,9443.0,0.0,79870.0,66796.0,630,19.24,563.22,543.6
southampton twp somerset,southampton twp,Second Class Township,somerset,2016,343988.0,331576.0,14019.0,9397.0,0.0,99083.0,35303.0,630,22.25,546.01,526.31
southampton twp somerset,southampton twp,Second Class Township,somerset,2017,434046.0,364799.0,16363.0,10134.0,0.0,90422.0,130916.0,630,25.97,688.96,579.05
stoystown boro somerset,stoystown boro,Borough,somerset,2010,72234.0,56203.0,49678.0,19391.0,1995.0,11727.0,0.0,355,139.94,203.48,158.32
stoystown boro somerset,stoystown boro,Borough,somerset,2011,78957.0,76711.0,55515.0,20152.0,0.0,12544.0,0.0,355,156.38,222.41,216.09
stoystown boro somerset,stoystown boro,Borough,somerset,2012,81514.0,68346.0,61772.0,19958.0,0.0,10696.0,0.0,355,174.01,229.62,192.52
stoystown boro somerset,stoystown boro,Borough,somerset,2013,70228.0,91890.0,53384.0,19676.0,0.0,10767.0,0.0,355,150.38,197.83,258.85
stoystown boro somerset,stoystown boro,Borough,somerset,2014,76712.0,86048.0,53012.0,21081.0,0.0,18031.0,0.0,355,149.33,216.09,242.39
stoystown boro somerset,stoystown boro,Borough,somerset,2015,80570.0,63540.0,56351.0,19828.0,0.0,12044.0,0.0,355,158.74,226.96,178.99
stoystown boro somerset,stoystown boro,Borough,somerset,2016,80935.0,82511.0,53195.0,20145.0,0.0,13601.0,0.0,355,149.85,227.99,232.43
stoystown boro somerset,stoystown boro,Borough,somerset,2017,81619.0,74639.0,52244.0,18777.0,11570.0,2273.0,0.0,355,147.17,229.91,210.25
conemaugh twp somerset,conemaugh twp,Second Class Township,somerset,2010,4464783.0,3236846.0,1298847.0,717365.0,2572.0,1094882.0,0.0,7279,178.44,613.38,444.68
conemaugh twp somerset,conemaugh twp,Second Class Township,somerset,2011,4089971.0,3867537.0,1310422.0,773024.0,1477.0,418148.0,0.0,7279,180.03,561.89,531.33
conemaugh twp somerset,conemaugh twp,Second Class Township,somerset,2012,3990917.0,3541393.0,1347699.0,718374.0,0.0,426583.0,0.0,7279,185.15,548.28,486.52
conemaugh twp somerset,conemaugh twp,Second Class Township,somerset,2013,3987031.0,3924243.0,1463122.0,720673.0,0.0,430544.0,0.0,7279,201.01,547.74,539.12
conemaugh twp somerset,conemaugh twp,Second Class Township,somerset,2014,4494505.0,4077287.0,1565926.0,833810.0,0.0,661447.0,0.0,7279,215.13,617.46,560.14
conemaugh twp somerset,conemaugh twp,Second Class Township,somerset,2015,4739792.0,4002023.0,1622423.0,825189.0,201656.0,477826.0,0.0,7279,222.89,651.16,549.8
conemaugh twp somerset,conemaugh twp,Second Class Township,somerset,2016,4332431.0,3875647.0,1608072.0,810460.0,16669.0,510541.0,0.0,7279,220.92,595.2,532.44
conemaugh twp somerset,conemaugh twp,Second Class Township,somerset,2017,6168629.0,6007435.0,1590668.0,817517.0,1443.0,605682.0,2149.0,7279,218.53,847.46,825.31
casselman boro somerset,,,,n,,,,,,,,0,,,
lower turkeyfoot twp somerset,lower turkeyfoot twp,Second Class Township,somerset,2010,157165.0,170421.0,43885.0,14159.0,0.0,104072.0,0.0,603,72.78,260.64,282.62
lower turkeyfoot twp somerset,lower turkeyfoot twp,Second Class Township,somerset,2011,189380.0,187357.0,41700.0,15039.0,0.0,112673.0,0.0,603,69.15,314.06,310.71
lower turkeyfoot twp somerset,lower turkeyfoot twp,Second Class Township,somerset,2012,165155.0,161582.0,46030.0,14159.0,0.0,111023.0,0.0,603,76.33,273.89,267.96
lower turkeyfoot twp somerset,lower turkeyfoot twp,Second Class Township,somerset,2013,188031.0,189438.0,47158.0,14212.0,0.0,108406.0,9876.0,603,78.21,311.83,314.16
lower turkeyfoot twp somerset,lower turkeyfoot twp,Second Class Township,somerset,2014,177865.0,154190.0,58813.0,24070.0,0.0,112191.0,0.0,603,97.53,294.97,255.7
lower turkeyfoot twp somerset,lower turkeyfoot twp,Second Class Township,somerset,2015,179757.0,176753.0,64389.0,25205.0,0.0,98439.0,0.0,603,106.78,298.1,293.12
lower turkeyfoot twp somerset,lower turkeyfoot twp,Second Class Township,somerset,2016,208927.0,145705.0,65733.0,26000.0,4333.0,132851.0,0.0,603,109.01,346.48,241.63
lower turkeyfoot twp somerset,lower turkeyfoot twp,Second Class Township,somerset,2017,241816.0,228876.0,75612.0,34943.0,0.0,124236.0,2500.0,603,125.39,401.02,379.56
milford twp somerset,milford twp,Second Class Township,somerset,2010,307629.0,247318.0,187337.0,29833.0,0.0,111804.0,0.0,1553,120.63,198.09,159.25
milford twp somerset,milford twp,Second Class Township,somerset,2011,297536.0,258676.0,186536.0,30622.0,0.0,106985.0,0.0,1553,120.11,191.59,166.57
milford twp somerset,milford twp,Second Class Township,somerset,2012,325087.0,217126.0,216624.0,29830.0,0.0,103055.0,0.0,1553,139.49,209.33,139.81
milford twp somerset,milford twp,Second Class Township,somerset,2013,315346.0,369623.0,208756.0,30608.0,0.0,103024.0,0.0,1553,134.42,203.06,238.01
milford twp somerset,milford twp,Second Class Township,somerset,2014,325892.0,246688.0,211825.0,31356.0,0.0,108616.0,0.0,1553,136.4,209.85,158.85
milford twp somerset,milford twp,Second Class Township,somerset,2015,228584.0,369104.0,199592.0,31049.0,0.0,23759.0,0.0,1553,128.52,147.19,237.67
milford twp somerset,milford twp,Second Class Township,somerset,2016,436929.0,317467.0,199190.0,36007.0,0.0,226472.0,0.0,1553,128.26,281.35,204.42
milford twp somerset,milford twp,Second Class Township,somerset,2017,373850.0,379871.0,223032.0,31727.0,0.0,145328.0,0.0,1553,143.61,240.73,244.6
shade twp somerset,shade twp,Second Class Township,somerset,2010,898413.0,1101898.0,183461.0,21086.0,14120.0,227236.0,0.0,2774,66.14,323.87,397.22
shade twp somerset,shade twp,Second Class Township,somerset,2011,784946.0,1125854.0,195720.0,20907.0,0.0,270752.0,0.0,2774,70.56,282.97,405.86
shade twp somerset,shade twp,Second Class Township,somerset,2012,753198.0,1006010.0,217922.0,20728.0,10976.0,246072.0,0.0,2774,78.56,271.52,362.66
shade twp somerset,shade twp,Second Class Township,somerset,2013,647269.0,722911.0,291936.0,82448.0,0.0,240670.0,0.0,2774,105.24,233.33,260.6
shade twp somerset,shade twp,Second Class Township,somerset,2014,656703.0,876542.0,337947.0,124266.0,0.0,229559.0,0.0,2774,121.83,236.74,315.98
shade twp somerset,shade twp,Second Class Township,somerset,2015,779662.0,922334.0,345243.0,125511.0,0.0,250334.0,0.0,2774,124.46,281.06,332.49
shade twp somerset,shade twp,Second Class Township,somerset,2016,793039.0,612820.0,349212.0,129486.0,12237.0,274450.0,75309.0,2774,125.89,285.88,220.92
shade twp somerset,shade twp,Second Class Township,somerset,2017,863469.0,841077.0,368278.0,125942.0,0.0,277060.0,0.0,2774,132.76,311.27,303.2
somerset twp somerset,somerset twp,Second Class Township,somerset,2010,2725306.0,2706236.0,1027963.0,294219.0,0.0,809989.0,0.0,12122,84.8,224.82,223.25
somerset twp somerset,somerset twp,Second Class Township,somerset,2011,2774841.0,2575536.0,1365229.0,290033.0,0.0,647364.0,0.0,12122,112.62,228.91,212.47
somerset twp somerset,somerset twp,Second Class Township,somerset,2012,2427178.0,2414288.0,1172398.0,295737.0,0.0,593763.0,0.0,12122,96.72,200.23,199.17
somerset twp somerset,somerset twp,Second Class Township,somerset,2013,2412295.0,2538251.0,1163747.0,300820.0,0.0,595418.0,0.0,12122,96.0,199.0,209.39
somerset twp somerset,somerset twp,Second Class Township,somerset,2014,2619651.0,2281022.0,1175824.0,301179.0,0.0,689613.0,0.0,12122,97.0,216.11,188.17
somerset twp somerset,somerset twp,Second Class Township,somerset,2015,2513531.0,2453261.0,1158351.0,294808.0,0.0,651733.0,0.0,12122,95.56,207.35,202.38
somerset twp somerset,somerset twp,Second Class Township,somerset,2016,2647508.0,2325560.0,1204349.0,295589.0,0.0,869865.0,0.0,12122,99.35,218.41,191.85
somerset twp somerset,somerset twp,Second Class Township,somerset,2017,3150202.0,2377561.0,1226271.0,308590.0,0.0,899253.0,0.0,12122,101.16,259.87,196.14
summit twp somerset,summit twp,Second Class Township,somerset,2010,745624.0,713482.0,291158.0,99691.0,0.0,221228.0,0.0,2271,128.21,328.32,314.17
summit twp somerset,summit twp,Second Class Township,somerset,2011,750270.0,811543.0,282592.0,95222.0,2946.0,225117.0,0.0,2271,124.44,330.37,357.35
summit twp somerset,summit twp,Second Class Township,somerset,2012,570342.0,547643.0,280920.0,96180.0,0.0,206914.0,0.0,2271,123.7,251.14,241.15
summit twp somerset,summit twp,Second Class Township,somerset,2013,567926.0,522522.0,296423.0,97784.0,0.0,212338.0,0.0,2271,130.53,250.08,230.08
summit twp somerset,summit twp,Second Class Township,somerset,2014,782712.0,820785.0,321361.0,99660.0,0.0,217316.0,0.0,2271,141.51,344.66,361.42
summit twp somerset,summit twp,Second Class Township,somerset,2015,670220.0,744980.0,333953.0,93580.0,0.0,235533.0,6388.0,2271,147.05,295.12,328.04
summit twp somerset,summit twp,Second Class Township,somerset,2016,676514.0,638097.0,308026.0,86255.0,0.0,254485.0,55319.0,2271,135.63,297.89,280.98
summit twp somerset,summit twp,Second Class Township,somerset,2017,625888.0,678367.0,317021.0,97163.0,0.0,251985.0,15074.0,2271,139.6,275.6,298.71
garrett boro somerset,garrett boro,Borough,somerset,2010,2205794.0,457741.0,43244.0,18162.0,1729173.0,14733.0,1079.0,456,94.83,4837.27,1003.82
