Town,County,Town_County,Fed_Money,Total_Rev,State_Money,Fed_Decimal,Fed_Percent,State_Decimal,State_Percent,FS_Combo,FS_Combo_Decimal,FS_Combo_Percent,Population,F_Mon_PC,S_Mon_PC,All_Tax_Rev,Taxes_PC,Real_Estat,Real_Taxes_PC
north manheim twp,schuylkill,north manheim twp schuylkill,3039.25,1599793.62,186267.12,0.00189977629739516,0.19,0.11643196826850702,11.64,189306.37,0.1183317445659022,11.83,3770,0.8061671087533157,49.40772413793104,1202606.875,318.99386604774537,615496.875,163.26177055702917
north middleton twp,cumberland,north middleton twp cumberland,19261.75,3689360.62,543728.25,0.005220891093047987,0.52,0.14737736589165415,14.74,562990.0,0.15259825698470214,15.260000000000002,11143,1.7285964282509199,48.79549941667415,2357638.0,211.58018486942476,698904.5,62.72139459750516
north newton twp,cumberland,north newton twp cumberland,0.0,1147740.25,143293.0,0.0,0.0,0.12484793488770653,12.48,143293.0,0.12484793488770653,12.48,2430,0.0,58.96831275720165,270628.125,111.3695987654321,5020.25,2.065946502057613
north sewickley twp,beaver,north sewickley twp beaver,832.5,1440241.0,225124.5,0.0005780282605480613,0.06,0.15631029806817054,15.63,225957.0,0.1568883263287186,15.69,5488,0.15169460641399418,41.02122813411079,1129175.125,205.7534848760933,518899.375,94.55163538629738
north shenango twp,crawford,north shenango twp crawford,0.0,599438.75,237587.38,0.0,0.0,0.3963497187994604,39.63,237587.38,0.3963497187994604,39.63,1410,0.0,168.50168794326245,315636.75,223.8558510638298,219366.75,155.57925531914893
north strabane twp,washington,north strabane twp washington,24960.75,13221546.25,3645885.75,0.0018878843312294129,0.19,0.27575335600403017,27.58,3670846.5,0.27764124033525955,27.76,13408,1.8616311157517904,271.918686605012,5493857.125,409.74471397673034,2033043.0,151.6291020286396
north towanda twp,bradford,north towanda twp bradford,18216.88,587220.88,159498.88,0.031022193897464963,3.1,0.2716164997402681,27.16,177715.76,0.30263869363773305,30.26,1132,16.092650176678447,140.9000706713781,332087.375,293.3634054770318,162571.25,143.61417844522967
north union twp,fayette,north union twp fayette,0.0,3388714.5,904483.12,0.0,0.0,0.2669103933069605,26.69,904483.12,0.2669103933069605,26.69,12728,0.0,71.06247014456316,1779469.875,139.80750117850408,308356.875,24.2266557982401
north union twp,schuylkill,north union twp schuylkill,246.25,458583.12,77290.25,0.0005369800789876434,0.05,0.1685414194922831,16.85,77536.5,0.16907839957127074,16.91,1476,0.16683604336043362,52.364668021680224,308100.0,208.739837398374,142988.0,96.87533875338754
north versailles twp,allegheny,north versailles twp allegheny,19377.88,7805663.0,575629.62,0.0024825412011766326,0.25,0.07374512837666704,7.37,595007.5,0.07622766957784367,7.62,10229,1.8944061003030601,56.27428096588132,4993431.625,488.1642022680614,3199091.125,312.74720158373253
north wales boro,montgomery,north wales boro montgomery,32640.88,1921531.5,226142.12,0.01698690861950481,1.7000000000000002,0.11768847921566727,11.77,258783.0,0.1346753878351721,13.47,3229,10.108665221430783,70.03472282440384,1201556.75,372.11419944255186,601636.375,186.3228166615051
north whitehall twp,lehigh,north whitehall twp lehigh,26394.25,5797231.62,805201.88,0.0045529058920022935,0.46,0.13889420550700715,13.89,831596.13,0.14344711139900945,14.34,15703,1.6808412405272877,51.27694580653378,3584330.25,228.25767369292493,688941.75,43.873256702540914
north woodbury twp,blair,north woodbury twp blair,0.0,558520.75,134064.62,0.0,0.0,0.2400351643157393,24.0,134064.62,0.2400351643157393,24.0,2644,0.0,50.705226928895605,347865.5,131.5678895612708,95395.75,36.080086989409985
north york boro,york,north york boro york,1589.25,1550830.75,71510.0,0.001024773335194701,0.1,0.0461107699856996,4.61,73099.25,0.0471355433208943,4.71,1914,0.8303291536050157,37.36154649947753,769884.875,402.2387016718913,428754.625,224.00973092998956
northampton boro,northampton,northampton boro northampton,217694.62,8270166.12,585262.88,0.026322883584350545,2.63,0.0707679714660919,7.08,802957.5,0.09709085505044243,9.71,9926,21.93175700181342,58.96261132379609,3095578.375,311.8656432601249,1756984.75,177.00833669151723
northampton twp,bucks,northampton twp bucks,31194.12,32737279.12,2589347.38,0.000952862328162842,0.1,0.07909476442769199,7.91,2620541.5,0.08004762675585482,8.0,39726,0.7852318380909228,65.18016865528871,15555223.75,391.56279892261995,6952846.125,175.020040401752
northampton twp,somerset,northampton twp somerset,0.0,158517.38,92077.88,0.0,0.0,0.5808693027855999,58.09,92077.88,0.5808693027855999,58.09,343,0.0,268.44862973760934,39865.125,116.22485422740525,4938.875,14.399052478134111
northeast madison twp,perry,northeast madison twp perry,0.0,144461.75,52495.62,0.0,0.0,0.3633876787454119,36.34,52495.62,0.3633876787454119,36.34,786,0.0,66.78832061068702,86927.75,110.59510178117048,12910.125,16.425095419847327
northern cambria boro,cambria,northern cambria boro cambria,30190.12,1787127.5,210494.75,0.016893098002241026,1.69,0.11778384586438292,11.78,240684.87,0.13467694386662396,13.47,3835,7.87226075619296,54.88780964797915,848686.875,221.3003585397653,505518.625,131.81711212516296
northumberland boro,northumberland,northumberland boro northumberland,11879.0,3217114.12,253440.5,0.0036924397322902545,0.37,0.07877883424290835,7.88,265319.5,0.08247127397519861,8.25,3804,3.1227655099894847,66.6247371188223,1223295.25,321.5812960042061,767465.125,201.75213590956886
norwegian twp,schuylkill,norwegian twp schuylkill,0.0,1223936.25,114730.88,0.0,0.0,0.09373926133816204,9.37,114730.88,0.09373926133816204,9.37,2310,0.0,49.667047619047615,594085.75,257.17997835497835,174511.5,75.5461038961039
norwich twp,mckean,norwich twp mckean,0.0,739505.88,176277.25,0.0,0.0,0.2383716678493483,23.84,176277.25,0.2383716678493483,23.84,583,0.0,302.3623499142367,95066.0,163.06346483704974,38945.0,66.80102915951973
norwood boro,delaware,norwood boro delaware,0.0,5104841.75,462502.12,0.0,0.0,0.0906006772883802,9.06,462502.12,0.0906006772883802,9.06,5890,0.0,78.52328013582344,2173661.625,369.042720713073,2104503.25,357.3010611205433
nottingham twp,washington,nottingham twp washington,0.0,1550396.88,308472.12,0.0,0.0,0.19896332608718872,19.9,308472.12,0.19896332608718872,19.9,3036,0.0,101.60478260869566,834266.875,274.79146080368906,282684.5,93.11083662714097
noxen twp,wyoming,noxen twp wyoming,94917.12,413790.25,88312.88,0.2293846217981212,22.94,0.21342426507149456,21.34,183230.0,0.4428088868696157,44.28,902,105.22962305986697,97.90784922394678,131822.125,146.1442627494457,61833.5,68.55155210643015
noyes twp,clinton,noyes twp clinton,4406.25,220574.25,166575.75,0.0199762664952958,2.0,0.7551912791270966,75.52,170982.0,0.7751675456223924,77.52,357,12.342436974789916,466.5987394957983,34745.75,97.32703081232494,6567.875,18.397408963585434
nuangola boro,luzerne,nuangola boro luzerne,1552.0,265081.5,61413.12,0.005854803145447721,0.59,0.2316763712292257,23.17,62965.12,0.2375311743746735,23.75,679,2.2857142857142856,90.44642120765829,113413.25,167.029823269514,31387.5,46.226067746686304
oakdale boro,allegheny,oakdale boro allegheny,0.0,1250338.88,75591.62,0.0,0.0,0.060456905890985325,6.05,75591.62,0.060456905890985325,6.05,1459,0.0,51.81056888279643,499308.125,342.2262679917752,249902.0,171.28307059629884
oakland boro,susquehanna,oakland boro susquehanna,0.0,240527.75,44474.5,0.0,0.0,0.1849038208689018,18.49,44474.5,0.1849038208689018,18.49,616,0.0,72.19886363636364,130115.625,211.22666396103895,123120.75,199.8713474025974
oakland twp,butler,oakland twp butler,0.0,862944.75,226493.75,0.0,0.0,0.26246610805616466,26.25,226493.75,0.26246610805616466,26.25,2987,0.0,75.82649815868764,502387.5,168.19132909273517,141394.25,47.336541680616
oakland twp,susquehanna,oakland twp susquehanna,0.0,154049.5,58147.17,0.0,0.0,0.3774577002846488,37.75,58147.17,0.3774577002846488,37.75,564,0.0,103.09781914893615,90786.5,160.96897163120568,80904.0,143.4468085106383
oakland twp,venango,oakland twp venango,60284.0,486359.0,157012.88,0.12394959279051072,12.39,0.32283329803704675,32.28,217296.88,0.4467828908275575,44.68,1504,40.08244680851064,104.39686170212768,213598.375,142.02019614361703,67032.75,44.56964760638298
oakmont boro,allegheny,oakmont boro allegheny,4186.0,8060428.12,462418.75,0.0005193272537985242,0.05,0.0573690061018744,5.74,466604.75,0.05788833335567292,5.79,6303,0.6641281929240045,73.36486593685547,3127570.5,496.20347453593524,1684221.5,267.2095034110741
ogle twp,somerset,ogle twp somerset,1568.62,246956.75,88643.12,0.006351800467085836,0.64,0.3589418794991429,35.89,90211.74,0.3652936799662289,36.53,501,3.1309780439121755,176.93237524950095,122999.125,245.50723552894212,66179.125,132.0940618762475
ohio twp,allegheny,ohio twp allegheny,0.0,7024989.38,387875.12,0.0,0.0,0.05521362368237488,5.52,387875.12,0.05521362368237488,5.52,4757,0.0,81.5377590918646,3274351.625,688.3228137481606,1327529.5,279.0686356947656
ohiopyle boro,fayette,ohiopyle boro fayette,18071.43,373709.86,199929.71,0.04835684560209357,4.84,0.5349864464373512,53.5,218001.14,0.5833432920394447,58.33000000000001,59,306.29542372881355,3388.6391525423733,11944.857142857143,202.45520581113803,2068.1428571428573,35.053268765133176
ohioville boro,beaver,ohioville boro beaver,19.5,1325155.88,250801.0,1.4715249952330135e-05,0.0,0.1892615078612488,18.93,250820.5,0.1892762231112011,18.93,3533,0.005519388621568072,70.98811208604586,882868.5,249.8920181149165,496108.375,140.42127795075007
oil creek twp,crawford,oil creek twp crawford,0.0,682026.25,167113.38,0.0,0.0,0.24502485058309706,24.5,167113.38,0.24502485058309706,24.5,1877,0.0,89.03216835375599,309188.125,164.72462706446458,126777.25,67.54248801278636
oklahoma boro,westmoreland,oklahoma boro westmoreland,0.0,273105.62,23486.75,0.0,0.0,0.08599877951980629,8.6,23486.75,0.08599877951980629,8.6,809,0.0,29.031829419035848,141603.0,175.0346106304079,55201.25,68.23393077873918
old forge boro,lackawanna,old forge boro lackawanna,6857.14,4015277.86,482206.29,0.0017077622618126855,0.16999999999999998,0.12009288194067845,12.01,489063.43,0.12180064420249112,12.18,8313,0.8248694815349453,58.00629014796103,2033085.857142857,244.56704645048202,1056280.7142857143,127.06372119399907
old lycoming twp,lycoming,old lycoming twp lycoming,95965.62,4360309.75,499082.0,0.022008899711769333,2.2,0.11446021696050378,11.45,595047.62,0.1364691166722731,13.65,4938,19.434106925880922,101.06966383151074,1933964.375,391.64932665046575,1190393.25,241.06789185905225
oley twp,berks,oley twp berks,6181.75,1731410.12,263982.75,0.0035703557052098093,0.36,0.15246690945759284,15.25,270164.5,0.15603726516280267,15.6,3620,1.7076657458563536,72.92341160220994,1176437.375,324.9827002762431,560955.875,154.9601864640884
oliver twp,jefferson,oliver twp jefferson,0.0,322098.75,129134.75,0.0,0.0,0.4009166443520815,40.09,129134.75,0.4009166443520815,40.09,1083,0.0,119.23799630655586,161361.375,148.99480609418282,49010.75,45.25461680517082
oliver twp,mifflin,oliver twp mifflin,29166.12,875600.62,335875.12,0.033309843933184966,3.3300000000000005,0.3835939723295308,38.36,365041.24,0.4169038162627158,41.69,2175,13.409710344827586,154.42534252873563,381527.0,175.41471264367817,177617.0,81.66298850574712
oliver twp,perry,oliver twp perry,1758.75,432592.12,95712.0,0.0040656080374279575,0.41,0.22125229650507736,22.13,97470.75,0.2253179045425053,22.53,1931,0.9107975142413256,49.56602796478509,264290.5,136.86716727084413,92525.5,47.91584671154842
olyphant boro,lackawanna,olyphant boro lackawanna,0.0,7232256.38,396865.12,0.0,0.0,0.054874315724963284,5.4899999999999975,396865.12,0.054874315724963284,5.4899999999999975,5151,0.0,77.04622791690933,1049932.5,203.83080955154338,379000.875,73.57811589982528
oneida twp,huntingdon,oneida twp huntingdon,10275.75,289794.38,50668.75,0.035458762174753015,3.55,0.17484379786799178,17.48,60944.5,0.2103025600427448,21.03,1077,9.541086350974927,47.04619312906221,146678.75,136.19196843082636,32319.5,30.008820798514392
ontelaunee twp,berks,ontelaunee twp berks,0.0,2481394.0,151974.12,0.0,0.0,0.0612454612205881,6.12,151974.12,0.0612454612205881,6.12,1646,0.0,92.3293560145808,1404146.875,853.0661452004861,857892.5,521.1983596597813
orange twp,columbia,orange twp columbia,54068.38,493957.62,112067.62,0.10945955242071173,10.95,0.2268769940222807,22.69,166136.0,0.33633654644299243,33.629999999999995,1257,43.01382657120128,89.15482895783613,221761.0,176.4208432776452,37864.75,30.123110580747813
orbisonia boro,huntingdon,orbisonia boro huntingdon,0.0,120723.5,17107.62,0.0,0.0,0.14170911214469428,14.17,17107.62,0.14170911214469428,14.17,428,0.0,39.97107476635513,68589.75,160.25642523364485,34735.875,81.15858644859813
oregon twp,wayne,oregon twp wayne,0.0,185381.5,50937.75,0.0,0.0,0.274772563605322,27.48,50937.75,0.274772563605322,27.48,781,0.0,65.22119078104994,88461.25,113.26664532650449,79770.125,102.1384443021767
orrstown boro,franklin,orrstown boro franklin,0.0,33911.12,5098.12,0.0,0.0,0.15033770633349766,15.03,5098.12,0.15033770633349766,15.03,262,0.0,19.458473282442746,26969.5,102.93702290076335,7774.0,29.671755725190838
orwell twp,bradford,orwell twp bradford,3368.75,676564.5,376161.5,0.0049792000614871145,0.5,0.5559876404984301,55.60000000000001,379530.25,0.5609668405599171,56.10000000000001,1159,2.9066005176876617,324.55694564279554,221177.5,190.83477135461604,111395.0,96.1130284728214
orwigsburg boro,schuylkill,orwigsburg boro schuylkill,0.0,5379042.62,349113.25,0.0,0.0,0.06490248816805247,6.49,349113.25,0.06490248816805247,6.49,3099,0.0,112.65351726363345,734491.125,237.00907550822845,237999.75,76.79888673765731
osceola twp,tioga,osceola twp tioga,3518.12,249383.0,81313.5,0.014107296808523438,1.41,0.3260587129034457,32.61,84831.62,0.34016600971196914,34.02,659,5.338573596358118,123.38922610015177,110497.625,167.67469650986342,66167.375,100.40572837632777
oswayo boro,potter,oswayo boro potter,0.0,47578.12,11174.5,0.0,0.0,0.23486636294162105,23.49,11174.5,0.23486636294162105,23.49,139,0.0,80.39208633093527,16722.625,120.30665467625899,7872.875,56.639388489208635
oswayo twp,potter,oswayo twp potter,0.0,132745.75,74547.88,0.0,0.0,0.5615839301823222,56.16,74547.88,0.5615839301823222,56.16,278,0.0,268.1578417266187,46340.0,166.69064748201438,25330.625,91.11735611510791
otter creek twp,mercer,otter creek twp mercer,0.0,197980.62,80021.38,0.0,0.0,0.4041879452645416,40.42,80021.38,0.4041879452645416,40.42,589,0.0,135.85972835314092,77412.375,131.43017826825127,21714.625,36.86693548387097
otto twp,mckean,otto twp mckean,0.0,760329.12,89917.12,0.0,0.0,0.11826078685503982,11.83,89917.12,0.11826078685503982,11.83,1556,0.0,57.78735218508997,256782.375,165.02723329048843,135545.875,87.11174485861183
overfield twp,wyoming,overfield twp wyoming,0.0,591291.75,120879.12,0.0,0.0,0.2044322789891792,20.44,120879.12,0.2044322789891792,20.44,1666,0.0,72.55649459783913,328602.125,197.24017106842737,134089.375,80.4858193277311
overton twp,bradford,overton twp bradford,30647.38,387882.38,296873.75,0.07901204483689102,7.9,0.7653705486699344,76.53999999999998,327521.13,0.8443825935068254,84.44,247,124.07846153846157,1201.918016194332,37356.625,151.24139676113361,8280.25,33.52327935222672
oxford boro,chester,oxford boro chester,0.0,5516183.5,329124.5,0.0,0.0,0.05966525587845292,5.9700000000000015,329124.5,0.05966525587845292,5.9700000000000015,5077,0.0,64.82657080953321,2616758.25,515.4142702383298,1962592.75,386.56544219026983
oxford twp,adams,oxford twp adams,0.0,2725309.12,219537.25,0.0,0.0,0.08055499040050179,8.06,219537.25,0.08055499040050179,8.06,5517,0.0,39.79286750045314,1112575.25,201.66308682254848,422950.75,76.6631774515135
packer twp,carbon,packer twp carbon,0.0,285769.5,55329.12,0.0,0.0,0.19361450399710256,19.36,55329.12,0.19361450399710256,19.36,998,0.0,55.44000000000001,141710.625,141.99461422845692,17967.625,18.00363226452906
paint boro,somerset,paint boro somerset,880.0,295035.38,32048.12,0.0029826931264989305,0.3,0.10862466731956012,10.86,32928.119999999995,0.11160736044605904,11.16,1023,0.8602150537634409,31.327585532746824,142192.5,138.99560117302053,74525.875,72.85031769305962
paint twp,clarion,paint twp clarion,0.0,712879.0,114406.12,0.0,0.0,0.16048462642327802,16.05,114406.12,0.16048462642327802,16.05,1699,0.0,67.33732783990583,333619.5,196.36227192466157,145032.75,85.36359623307828
paint twp,somerset,paint twp somerset,2153.75,2940716.88,550326.75,0.0007323894437603936,0.06999999999999999,0.1871403376988811,18.71,552480.5,0.1878727271426415,18.790000000000006,3149,0.6839472848523339,174.76238488409018,969657.625,307.9255716100349,648493.625,205.93636868847253
palmer twp,northampton,palmer twp northampton,32007.12,26256202.25,2122077.88,0.001219030829182465,0.12,0.08082196578905465,8.08,2154085.0,0.08204099661823712,8.200000000000001,20691,1.5469102508336958,102.56043110531151,9676674.0,467.675511091779,4584581.0,221.57367937750712
palmerton boro,carbon,palmerton boro carbon,2342.0,7607399.5,406038.12,0.00030785815836278875,0.03,0.05337410241173742,5.34,408380.12,0.053681960570100204,5.37,5414,0.43258219431104544,74.99780568895456,1483279.125,273.97102419652754,831635.5,153.60833025489472
palmyra boro,lebanon,palmyra boro lebanon,204943.5,7090520.25,429666.62,0.02890387344990658,2.89,0.0605973334608275,6.0600000000000005,634610.12,0.08950120691073409,8.95,7320,27.997745901639338,58.69762568306011,2116195.25,289.09771174863386,1095931.625,149.71743510928962
palmyra twp,pike,palmyra twp pike,0.0,1338951.75,202322.25,0.0,0.0,0.15110495953270908,15.11,202322.25,0.15110495953270908,15.11,3312,0.0,61.08763586956522,593566.5,179.2169384057971,414120.5,125.03638285024155
palmyra twp,wayne,palmyra twp wayne,0.0,306197.5,115958.62,0.0,0.0,0.3787053127474914,37.87,115958.62,0.3787053127474914,37.87,1339,0.0,86.60091112770723,132263.625,98.77791262135922,108755.375,81.22134055265123
palo alto boro,schuylkill,palo alto boro schuylkill,0.0,321483.25,29559.38,0.0,0.0,0.09194687437059318,9.19,29559.38,0.09194687437059318,9.19,1032,0.0,28.642810077519393,196873.375,190.7687742248062,105287.625,102.02289244186046
paradise twp,lancaster,paradise twp lancaster,1893.25,1469684.38,249030.38,0.0012882017566247794,0.13,0.16944480283583066,16.939999999999998,250923.63,0.17073300459245544,17.07,5131,0.36898265445332296,48.53447281231728,929423.875,181.1389349054765,389570.25,75.92481972325083
paradise twp,monroe,paradise twp monroe,306.25,3281405.38,1597938.88,9.332891384483559e-05,0.01,0.4869678369333325,48.7,1598245.13,0.4870611658471774,48.71,3186,0.09612366603892028,501.5501820464532,1045183.5,328.0550847457627,421310.5,132.2380728185813
paradise twp,york,paradise twp york,1604.0,1312699.2,200158.4,0.0012219097871012643,0.12,0.15247849621604095,15.25,201762.4,0.15370040600314222,15.37,3766,0.42591609134360064,53.14880509824748,882423.4,234.31317047265003,408400.2,108.4440254912374
parker city,armstrong,parker city armstrong,0.0,171146.5,29248.75,0.0,0.0,0.17089890824527526,17.09,29248.75,0.17089890824527526,17.09,840,0.0,34.819940476190474,134512.75,160.1342261904762,72493.375,86.3016369047619
parker twp,butler,parker twp butler,0.0,245529.38,92684.88,0.0,0.0,0.3774899769632457,37.75,92684.88,0.3774899769632457,37.75,632,0.0,146.65329113924048,104951.625,166.06269778481013,37208.375,58.87401107594937
parkesburg boro,chester,parkesburg boro chester,142594.88,3927134.5,224166.88,0.03631015948142342,3.63,0.057081538714805924,5.71,366761.76,0.09339169819622932,9.34,3593,39.68685777901475,62.38989145560813,1703109.875,474.00775814082937,1271549.625,353.8963609796827
parks twp,armstrong,parks twp armstrong,339.0,924330.0,201140.25,0.0003667521339781247,0.04,0.21760653662652948,21.76,201479.25,0.2179732887605076,21.8,2744,0.12354227405247815,73.30184037900875,529947.0,193.12937317784255,264938.625,96.55197704081633
parkside boro,delaware,parkside boro delaware,177.38,1313563.25,92711.38,0.00013503727361434628,0.01,0.07058006532993367,7.06,92888.76,0.07071510260354802,7.07,2328,0.07619415807560137,39.824475945017184,832434.625,357.5750107388316,632874.25,271.8532001718213
parryville boro,carbon,parryville boro carbon,0.0,272837.38,21238.88,0.0,0.0,0.07784446544678006,7.7799999999999985,21238.88,0.07784446544678006,7.7799999999999985,525,0.0,40.45500952380952,168814.125,321.55071428571426,124433.25,237.0157142857143
patterson heights boro,beaver,patterson heights boro beaver,0.0,577464.75,22598.25,0.0,0.0,0.03913355750286057,3.91,22598.25,0.03913355750286057,3.91,636,0.0,35.531839622641506,269509.625,423.7572720125786,178009.375,279.8889544025157
patterson twp,beaver,patterson twp beaver,292.12,1898133.38,159069.12,0.00015389856322952394,0.02,0.0838029201088071,8.38,159361.24,0.08395681867203662,8.4,3029,0.09644106965995378,52.515391218223826,925296.0,305.47903598547373,592212.5,195.51419610432487
patton boro,cambria,patton boro cambria,0.0,1583933.2,187703.0,0.0,0.0,0.11850436621948453,11.85,187703.0,0.11850436621948453,11.85,1769,0.0,106.10684002261164,346728.2,196.0023742227247,199972.8,113.04284906726964
patton twp,centre,patton twp centre,22787.88,11614593.88,772892.88,0.0019620040300539552,0.2,0.06654497677537391,6.65,795680.76,0.06850698080542786,6.8500000000000005,15311,1.4883338776043369,50.47958199986938,6714526.25,438.5426327476977,4115205.625,268.7744513748286
paupack twp,wayne,paupack twp wayne,0.0,1374830.75,227113.25,0.0,0.0,0.16519360655848,16.520000000000003,227113.25,0.16519360655848,16.520000000000003,3828,0.0,59.32948014629049,913007.5,238.50770637408567,723367.125,188.96737852664577
pavia twp,bedford,pavia twp bedford,0.0,76593.88,32942.12,0.0,0.0,0.43008814803480383,43.01,32942.12,0.43008814803480383,43.01,295,0.0,111.66820338983051,39306.75,133.24322033898306,12459.875,42.23686440677966
paxtang boro,dauphin,paxtang boro dauphin,1090.12,1621945.75,113394.62,0.0006721063266141915,0.06999999999999999,0.06991270823947103,6.99,114484.74,0.0705848145660852,7.06,1561,0.6983472133247918,72.6422934016656,978420.0,626.7905188981422,713226.375,456.9035073670724
peach bottom twp,york,peach bottom twp york,1855.62,2162289.75,288450.75,0.0008581736097116494,0.09,0.13340059998897005,13.34,290306.37,0.13425877359868169,13.43,4813,0.3855433201745273,59.93159152295866,1097123.375,227.95000519426554,223292.875,46.393699355911075
pen argyl boro,northampton,pen argyl boro northampton,197779.5,3604986.75,187983.5,0.05486275365644548,5.4899999999999975,0.052145406637070166,5.21,385763.0,0.10700816029351563,10.7,3595,55.01515994436718,52.29026425591099,1062718.625,295.61018776077884,661588.375,184.03014603616134
penbrook boro,dauphin,penbrook boro dauphin,0.0,2840675.12,174825.12,0.0,0.0,0.06154351082569413,6.15,174825.12,0.06154351082569413,6.15,3008,0.0,58.12005319148936,1240508.125,412.40296708776594,882896.5,293.5161236702128
penn boro,westmoreland,penn boro westmoreland,0.0,263052.62,17085.75,0.0,0.0,0.0649518335913172,6.5,17085.75,0.0649518335913172,6.5,475,0.0,35.97,88129.375,185.53552631578947,36530.25,76.90578947368421
penn forest twp,carbon,penn forest twp carbon,0.0,3223313.0,379929.62,0.0,0.0,0.11786929162634842,11.79,379929.62,0.11786929162634842,11.79,9581,0.0,39.654484918067006,1624238.375,169.52701962216886,591400.375,61.72637250808893
penn hills twp,allegheny,penn hills twp allegheny,755564.75,56795191.12,2001015.62,0.013303322607077795,1.3299999999999998,0.035232131110750985,3.52,2756580.37,0.04853545371782878,4.8500000000000005,42329,17.84981336672258,47.27292447258381,21889137.5,517.1191736161969,8240104.0,194.66805263530912
penn lake park boro,luzerne,penn lake park boro luzerne,0.0,330049.25,45935.0,0.0,0.0,0.1391761987036783,13.919999999999998,45935.0,0.1391761987036783,13.919999999999998,308,0.0,149.1396103896104,65735.75,213.42775974025975,23947.5,77.75162337662337
penn twp,berks,penn twp berks,1602.0,666632.0,149799.38,0.00240312496249805,0.24,0.22471075495925788,22.47,151401.38,0.22711387992175594,22.71,1949,0.8219599794766547,76.8596100564392,409072.625,209.88846844535658,111152.625,57.030592611595694
penn twp,butler,penn twp butler,88675.5,2137127.62,431465.75,0.041492842622098534,4.15,0.2018904935588264,20.19,520141.25,0.2433833361809249,24.34,5071,17.486787615854865,85.08494379806744,1312528.5,258.83030960362845,407441.75,80.34741668309998
penn twp,centre,penn twp centre,0.0,462215.62,125599.75,0.0,0.0,0.2717341097213461,27.17,125599.75,0.2717341097213461,27.17,1181,0.0,106.35033869602032,212130.5,179.61939034716343,98756.375,83.62097798475868
penn twp,chester,penn twp chester,0.0,4772294.88,328138.0,0.0,0.0,0.06875895313493285,6.88,328138.0,0.06875895313493285,6.88,5364,0.0,61.174123788217756,1146656.75,213.76896905294555,193936.0,36.15510812826249
penn twp,clearfield,penn twp clearfield,0.0,396478.62,139143.75,0.0,0.0,0.3509489364142763,35.09,139143.75,0.3509489364142763,35.09,1264,0.0,110.08208069620254,156047.25,123.45510284810126,49043.25,38.80003955696203
penn twp,cumberland,penn twp cumberland,1224.5,965009.12,270422.75,0.0012688999250079626,0.13,0.28022818064144306,28.02,271647.25,0.281497080566451,28.15,2924,0.4187756497948016,92.48384062927497,480777.125,164.42446135430916,4638.5,1.5863543091655268
penn twp,huntingdon,penn twp huntingdon,37024.75,427852.62,98111.62,0.08653622361831044,8.649999999999999,0.2293117195355728,22.93,135136.37,0.3158479431538832,31.58,1077,34.37766945218199,91.09714020427113,233519.125,216.82370009285052,45671.375,42.406104921077066
penn twp,lancaster,penn twp lancaster,4133.62,8985905.25,531695.75,0.0004600115274974661,0.05,0.0591699706604407,5.92,535829.37,0.05962998218793816,5.96,8789,0.4703174422573672,60.49559107975879,2271038.0,258.39549436795994,908918.875,103.4155051769257
penn twp,lycoming,penn twp lycoming,0.0,748265.0,485501.25,0.0,0.0,0.6488359738862569,64.88000000000001,485501.25,0.6488359738862569,64.88000000000001,960,0.0,505.73046875,112275.875,116.95403645833333,16459.375,17.145182291666668
penn twp,perry,penn twp perry,1460.38,936752.12,162806.38,0.001558982327149684,0.16,0.17379878467742352,17.380000000000006,164266.76,0.17535776700457326,17.54,3225,0.452831007751938,50.4825984496124,545860.25,169.25899224806201,135770.5,42.09937984496124
penn twp,snyder,penn twp snyder,0.0,868671.75,223625.25,0.0,0.0,0.25743354725188194,25.74,223625.25,0.25743354725188194,25.74,4324,0.0,51.71721785383904,551123.75,127.45692645698428,0.0,0.0
penn twp,westmoreland,penn twp westmoreland,13260.38,10323905.5,1115521.0,0.0012844344613576713,0.13,0.10805222887791834,10.81,1128781.38,0.109336663339276,10.93,20005,0.6628532866783303,55.762109472631856,6952964.625,347.56134091477134,3461895.75,173.0515246188453
penn twp,york,penn twp york,256778.88,16116395.12,1252207.38,0.0159327739291614,1.59,0.07769773393344305,7.77,1508986.2599999998,0.09363050786260443,9.36,15612,16.44753266717909,80.20800538047655,6526941.125,418.07206796054317,4039042.75,258.71398603638227
penndel boro,bucks,penndel boro bucks,48645.25,2091048.75,132020.5,0.02326356571074682,2.33,0.06313602205591813,6.3100000000000005,180665.75,0.08639958776666494,8.64,2328,20.895725945017183,56.70983676975946,482581.625,207.29451245704468,360444.875,154.83027276632302
pennsburg boro,montgomery,pennsburg boro montgomery,87526.88,1999689.12,139511.5,0.04377024364667244,4.38,0.0697665945194521,6.98,227038.38,0.11353683816612453,11.35,3843,22.77566484517305,36.302758261774656,1289723.875,335.6034022898777,797023.0,207.3960447567005
pennsbury twp,chester,pennsbury twp chester,0.0,2702518.0,195824.25,0.0,0.0,0.07245992441123426,7.249999999999999,195824.25,0.07245992441123426,7.249999999999999,3604,0.0,54.335252497225284,1324284.25,367.4484600443951,583758.375,161.97513179800222
pennsbury village boro,allegheny,pennsbury village boro allegheny,0.0,537981.38,18554.12,0.0,0.0,0.03448840552808723,3.45,18554.12,0.03448840552808723,3.45,661,0.0,28.069773071104393,361048.875,546.2161497730712,190748.5,288.5756429652042
